gene_name	target_id	length	eff_length	est_counts	tpm	gene_id	transcript_name
CHRD	ENST00000204604.5|ENSG00000090539.15|OTTHUMG00000141267.2|OTTHUMT00000280432.1|CHRD-201|CHRD|3521|protein_coding|	3521	3299.73	0.0	0.0	ENSG00000090539.15	CHRD-201
CHRDL1	ENST00000372045.5|ENSG00000101938.14|OTTHUMG00000022199.3|OTTHUMT00000057912.1|CHRDL1-202|CHRDL1|3860|protein_coding|	3860	3638.73	8.4122	0.0165269	ENSG00000101938.14	CHRDL1-202
CHRDL2	ENST00000529912.5|ENSG00000054938.15|OTTHUMG00000165623.1|OTTHUMT00000385386.1|CHRDL2-207|CHRDL2|344|protein_coding|	344	123.794	0.0	0.0	ENSG00000054938.15	CHRDL2-207
CHRFAM7A	ENST00000299847.6|ENSG00000166664.13|OTTHUMG00000175645.4|OTTHUMT00000430700.2|CHRFAM7A-201|CHRFAM7A|6220|protein_coding|	6220	5998.73	0.0	0.0	ENSG00000166664.13	CHRFAM7A-201
CHRM1	ENST00000306960.3|ENSG00000168539.3|OTTHUMG00000167765.3|OTTHUMT00000396178.1|CHRM1-201|CHRM1|2964|protein_coding|	2964	2742.73	0.0	0.0	ENSG00000168539.3	CHRM1-201
CHRM2	ENST00000445907.6|ENSG00000181072.11|OTTHUMG00000155658.3|OTTHUMT00000341010.2|CHRM2-203|CHRM2|5918|protein_coding|	5918	5696.73	2.00087	0.00251087	ENSG00000181072.11	CHRM2-203
CHRM3	ENST00000255380.8|ENSG00000133019.11|OTTHUMG00000039649.5|OTTHUMT00000095644.3|CHRM3-201|CHRM3|8780|protein_coding|	8780	8558.73	8.03889	0.00671457	ENSG00000133019.11	CHRM3-201
CHRM4	ENST00000433765.3|ENSG00000180720.7|OTTHUMG00000154371.1|OTTHUMT00000334985.1|CHRM4-201|CHRM4|1511|protein_coding|	1511	1289.73	56.0	0.310399	ENSG00000180720.7	CHRM4-201
CHRM5	ENST00000557872.1|ENSG00000184984.9|OTTHUMG00000129369.5|OTTHUMT00000417516.2|CHRM5-202|CHRM5|2687|protein_coding|	2687	2465.73	11.0	0.0318918	ENSG00000184984.9	CHRM5-202
CHRNA1	ENST00000348749.9|ENSG00000138435.15|OTTHUMG00000132357.3|OTTHUMT00000255479.1|CHRNA1-202|CHRNA1|1984|protein_coding|	1984	1762.73	0.0	0.0	ENSG00000138435.15	CHRNA1-202
CHRNA10	ENST00000250699.2|ENSG00000129749.3|OTTHUMG00000011844.2|OTTHUMT00000032763.2|CHRNA10-201|CHRNA10|1945|protein_coding|	1945	1723.73	32.0	0.132713	ENSG00000129749.3	CHRNA10-201
CHRNA2	ENST00000407991.2|ENSG00000120903.12|OTTHUMG00000102083.10|OTTHUMT00000376125.5|CHRNA2-202|CHRNA2|4067|protein_coding|	4067	3845.73	0.0	0.0	ENSG00000120903.12	CHRNA2-202
CHRNA3	ENST00000348639.7|ENSG00000080644.15|OTTHUMG00000143863.5|OTTHUMT00000290112.2|CHRNA3-202|CHRNA3|2030|protein_coding|	2030	1808.73	0.0	0.0	ENSG00000080644.15	CHRNA3-202
CHRNA4	ENST00000370263.8|ENSG00000101204.16|OTTHUMG00000033080.7|OTTHUMT00000080508.5|CHRNA4-201|CHRNA4|5577|protein_coding|	5577	5355.73	0.0	0.0	ENSG00000101204.16	CHRNA4-201
CHRNA5	ENST00000559554.5|ENSG00000169684.13|OTTHUMG00000143858.3|OTTHUMT00000418913.1|CHRNA5-203|CHRNA5|1051|protein_coding|	1051	829.731	145.351	1.25231	ENSG00000169684.13	CHRNA5-203
CHRNA6	ENST00000276410.6|ENSG00000147434.8|OTTHUMG00000165275.2|OTTHUMT00000383156.1|CHRNA6-201|CHRNA6|2400|protein_coding|	2400	2178.73	0.0	0.0	ENSG00000147434.8	CHRNA6-201
CHRNA7	ENST00000635978.1|ENSG00000175344.17|OTTHUMG00000129285.7|OTTHUMT00000489626.1|CHRNA7-208|CHRNA7|903|protein_coding|	903	681.761	0.0	0.0	ENSG00000175344.17	CHRNA7-208
CHRNA9	ENST00000310169.2|ENSG00000174343.5|OTTHUMG00000099375.2|OTTHUMT00000216822.1|CHRNA9-201|CHRNA9|2276|protein_coding|	2276	2054.73	0.0	0.0	ENSG00000174343.5	CHRNA9-201
CHRNB1	ENST00000575379.1|ENSG00000170175.10|OTTHUMG00000108139.4|OTTHUMT00000441006.1|CHRNB1-207|CHRNB1|1095|protein_coding|	1095	873.731	101.627	0.8315	ENSG00000170175.10	CHRNB1-207
CHRNB2	ENST00000368476.3|ENSG00000160716.5|OTTHUMG00000037262.4|OTTHUMT00000090697.1|CHRNB2-201|CHRNB2|5867|protein_coding|	5867	5645.73	0.0	0.0	ENSG00000160716.5	CHRNB2-201
CHRNB3	ENST00000534391.1|ENSG00000147432.6|OTTHUMG00000165262.4|OTTHUMT00000383153.3|CHRNB3-203|CHRNB3|554|protein_coding|	554	332.775	0.0	0.0	ENSG00000147432.6	CHRNB3-203
CHRNB4	ENST00000261751.7|ENSG00000117971.11|OTTHUMG00000143860.4|OTTHUMT00000290108.1|CHRNB4-201|CHRNB4|2623|protein_coding|	2623	2401.73	0.0	0.0	ENSG00000117971.11	CHRNB4-201
CHRND	ENST00000449596.5|ENSG00000135902.9|OTTHUMG00000133261.3|OTTHUMT00000330748.2|CHRND-205|CHRND|572|protein_coding|	572	350.761	0.0	0.0	ENSG00000135902.9	CHRND-205
CHRNE	ENST00000649830.1|ENSG00000108556.8|OTTHUMG00000090778.6|OTTHUMT00000501065.1|CHRNE-205|CHRNE|2293|protein_coding|	2293	2071.73	3.0	0.0103519	ENSG00000108556.8	CHRNE-205
CHRNG	ENST00000389494.7|ENSG00000196811.11|OTTHUMG00000153327.2|OTTHUMT00000330743.1|CHRNG-202|CHRNG|2262|protein_coding|	2262	2040.73	0.0	0.0	ENSG00000196811.11	CHRNG-202
CHST1	ENST00000308064.6|ENSG00000175264.7|OTTHUMG00000166513.1|OTTHUMT00000390127.1|CHST1-201|CHST1|2718|protein_coding|	2718	2496.73	1.0	0.00286325	ENSG00000175264.7	CHST1-201
CHST10	ENST00000264249.7|ENSG00000115526.10|OTTHUMG00000130669.10|OTTHUMT00000253162.2|CHST10-201|CHST10|2842|protein_coding|	2842	2620.73	1443.04	3.9363	ENSG00000115526.10	CHST10-201
CHST11	ENST00000547956.1|ENSG00000171310.10|OTTHUMG00000169803.4|OTTHUMT00000406054.1|CHST11-203|CHST11|936|protein_coding|	936	714.761	424.718	4.24787	ENSG00000171310.10	CHST11-203
CHST12	ENST00000432336.1|ENSG00000136213.9|OTTHUMG00000023849.7|OTTHUMT00000325030.3|CHST12-203|CHST12|921|protein_coding|	921	699.761	238.9	2.44061	ENSG00000136213.9	CHST12-203
CHST13	ENST00000319340.6|ENSG00000180767.9|OTTHUMG00000162721.2|OTTHUMT00000370201.2|CHST13-201|CHST13|1789|protein_coding|	1789	1567.73	0.0	0.0	ENSG00000180767.9	CHST13-201
CHST14	ENST00000559991.1|ENSG00000169105.7|OTTHUMG00000129985.3|OTTHUMT00000418761.1|CHST14-202|CHST14|1968|protein_coding|	1968	1746.73	140.745	0.57602	ENSG00000169105.7	CHST14-202
CHST15	ENST00000628426.1|ENSG00000182022.17|OTTHUMG00000019208.4|OTTHUMT00000483254.1|CHST15-205|CHST15|3553|protein_coding|	3553	3331.73	5.90241	0.0126646	ENSG00000182022.17	CHST15-205
CHST2	ENST00000309575.4|ENSG00000175040.5|OTTHUMG00000159351.2|OTTHUMT00000354850.2|CHST2-201|CHST2|4582|protein_coding|	4582	4360.73	4092.0	6.70823	ENSG00000175040.5	CHST2-201
CHST3	ENST00000373115.4|ENSG00000122863.5|OTTHUMG00000018431.1|OTTHUMT00000048563.1|CHST3-201|CHST3|6970|protein_coding|	6970	6748.73	66.0533	0.0699687	ENSG00000122863.5	CHST3-201
CHST4	ENST00000338482.5|ENSG00000140835.9|OTTHUMG00000137592.4|OTTHUMT00000268992.4|CHST4-201|CHST4|2412|protein_coding|	2412	2190.73	0.0	0.0	ENSG00000140835.9	CHST4-201
CHST5	ENST00000336257.7|ENSG00000135702.14|OTTHUMG00000137610.3|OTTHUMT00000269025.2|CHST5-201|CHST5|3245|protein_coding|	3245	3023.73	11.2862	0.026683	ENSG00000135702.14	CHST5-201
CHST6	ENST00000650254.1|ENSG00000183196.9|OTTHUMG00000137612.5|OTTHUMT00000501197.2|CHST6-205|CHST6|7260|protein_coding|	7260	7038.73	30.2039	0.0306761	ENSG00000183196.9	CHST6-205
CHST7	ENST00000276055.3|ENSG00000147119.3|OTTHUMG00000021423.1|OTTHUMT00000056362.1|CHST7-201|CHST7|2289|protein_coding|	2289	2067.73	6.0	0.0207438	ENSG00000147119.3	CHST7-201
CHST8	ENST00000591231.5|ENSG00000124302.12|OTTHUMG00000180472.6|OTTHUMT00000451452.2|CHST8-204|CHST8|1040|protein_coding|	1040	818.731	0.0	0.0	ENSG00000124302.12	CHST8-204
CHST9	ENST00000618847.4|ENSG00000154080.13|OTTHUMG00000179469.4|OTTHUMT00000446549.3|CHST9-203|CHST9|11388|protein_coding|	11388	11166.7	5.02569	0.00321737	ENSG00000154080.13	CHST9-203
CHSY1	ENST00000254190.3|ENSG00000131873.6|OTTHUMG00000149873.3|OTTHUMT00000313624.1|CHSY1-201|CHSY1|4550|protein_coding|	4550	4328.73	945.426	1.56134	ENSG00000131873.6	CHSY1-201
CHSY3	ENST00000305031.4|ENSG00000198108.3|OTTHUMG00000163043.1|OTTHUMT00000371453.1|CHSY3-201|CHSY3|3850|protein_coding|	3850	3628.73	0.0	0.0	ENSG00000198108.3	CHSY3-201
CHTF18	ENST00000262315.13|ENSG00000127586.16|OTTHUMG00000047838.5|OTTHUMT00000109061.3|CHTF18-201|CHTF18|3090|protein_coding|	3090	2868.73	1714.37	4.27215	ENSG00000127586.16	CHTF18-201
CHTF8	ENST00000448552.6|ENSG00000168802.12|OTTHUMG00000163909.8|OTTHUMT00000376352.2|CHTF8-203|CHTF8|2903|protein_coding|	2903	2681.73	1471.47	3.92254	ENSG00000168802.12	CHTF8-203
CHTOP	ENST00000368690.7|ENSG00000160679.12|OTTHUMG00000037052.1|-|CHTOP-203|CHTOP|2165|protein_coding|	2165	1943.73	1690.68	6.2181	ENSG00000160679.12	CHTOP-203
CHUK	ENST00000370397.7|ENSG00000213341.10|OTTHUMG00000018899.1|OTTHUMT00000049836.1|CHUK-201|CHUK|3625|protein_coding|	3625	3403.73	1933.54	4.06098	ENSG00000213341.10	CHUK-201
CHURC1	ENST00000548752.6|ENSG00000258289.8|OTTHUMG00000170218.5|OTTHUMT00000408064.2|CHURC1-202|CHURC1|439|protein_coding|	439	217.844	120.854	3.96594	ENSG00000258289.8	CHURC1-202
CHURC1-FNTB	ENST00000549987.1|ENSG00000125954.12|OTTHUMG00000170219.4|OTTHUMT00000408068.2|CHURC1-FNTB-201|CHURC1-FNTB|1468|protein_coding|	1468	1246.73	48.7935	0.279783	ENSG00000125954.12	CHURC1-FNTB-201
CIAO1	ENST00000488633.1|ENSG00000144021.2|OTTHUMG00000130452.2|OTTHUMT00000252843.1|CIAO1-203|CIAO1|1533|protein_coding|	1533	1311.73	3556.57	19.3829	ENSG00000144021.2	CIAO1-203
CIAO2A	ENST00000559950.1|ENSG00000166797.10|OTTHUMG00000132961.2|OTTHUMT00000418554.1|CIAO2A-206|CIAO2A|561|protein_coding|	561	339.761	1788.97	37.641	ENSG00000166797.10	CIAO2A-206
CIAO2B	ENST00000422424.6|ENSG00000166595.11|OTTHUMG00000175408.3|OTTHUMT00000429890.2|CIAO2B-201|CIAO2B|676|protein_coding|	676	454.761	2117.46	33.2862	ENSG00000166595.11	CIAO2B-201
CIAO3	ENST00000251588.6|ENSG00000103245.13|OTTHUMG00000122093.6|OTTHUMT00000242855.1|CIAO3-201|CIAO3|2112|protein_coding|	2112	1890.73	1216.08	4.59794	ENSG00000103245.13	CIAO3-201
CIAPIN1	ENST00000567751.5|ENSG00000005194.14|OTTHUMG00000133457.7|OTTHUMT00000432582.1|CIAPIN1-210|CIAPIN1|328|protein_coding|	328	107.909	193.545	12.822	ENSG00000005194.14	CIAPIN1-210
CIART	ENST00000447007.5|ENSG00000159208.15|OTTHUMG00000012548.4|OTTHUMT00000035062.2|CIART-205|CIART|771|protein_coding|	771	549.761	0.0	0.0	ENSG00000159208.15	CIART-205
CIB1	ENST00000328649.10|ENSG00000185043.11|OTTHUMG00000149808.3|OTTHUMT00000313419.1|CIB1-201|CIB1|1247|protein_coding|	1247	1025.73	1697.0	11.8271	ENSG00000185043.11	CIB1-201
CIB2	ENST00000258930.7|ENSG00000136425.13|OTTHUMG00000143731.5|OTTHUMT00000289798.1|CIB2-201|CIB2|1598|protein_coding|	1598	1376.73	360.351	1.87115	ENSG00000136425.13	CIB2-201
CIB3	ENST00000269878.8|ENSG00000141977.9|OTTHUMG00000182281.1|OTTHUMT00000460351.1|CIB3-201|CIB3|711|protein_coding|	711	489.761	0.0	0.0	ENSG00000141977.9	CIB3-201
CIB4	ENST00000288861.4|ENSG00000157884.10|OTTHUMG00000151993.2|OTTHUMT00000324709.1|CIB4-201|CIB4|773|protein_coding|	773	551.761	0.0	0.0	ENSG00000157884.10	CIB4-201
CIC	ENST00000571942.2|ENSG00000079432.7|OTTHUMG00000182794.3|OTTHUMT00000438529.3|CIC-203|CIC|601|protein_coding|	601	379.761	83.5878	1.57349	ENSG00000079432.7	CIC-203
CIDEA	ENST00000320477.9|ENSG00000176194.17|OTTHUMG00000131691.3|OTTHUMT00000254599.2|CIDEA-201|CIDEA|828|protein_coding|	828	606.761	0.0	0.0	ENSG00000176194.17	CIDEA-201
CIDEB	ENST00000554411.5|ENSG00000136305.11|OTTHUMG00000171555.3|OTTHUMT00000414119.1|CIDEB-203|CIDEB|1602|protein_coding|	1602	1380.73	0.0	0.0	ENSG00000136305.11	CIDEB-203
CIDEC	ENST00000383817.5|ENSG00000187288.10|OTTHUMG00000128522.4|-|CIDEC-202|CIDEC|1199|protein_coding|	1199	977.731	0.0	0.0	ENSG00000187288.10	CIDEC-202
CIITA	ENST00000324288.13|ENSG00000179583.19|OTTHUMG00000129753.7|OTTHUMT00000251966.5|CIITA-201|CIITA|16059|protein_coding|	16059	15837.7	114.102	0.051503	ENSG00000179583.19	CIITA-201
CILP	ENST00000261883.5|ENSG00000138615.5|OTTHUMG00000133140.2|OTTHUMT00000256829.2|CILP-201|CILP|5695|protein_coding|	5695	5473.73	0.0	0.0	ENSG00000138615.5	CILP-201
CILP2	ENST00000291495.5|ENSG00000160161.9|OTTHUMG00000182148.4|OTTHUMT00000459738.3|CILP2-201|CILP2|4199|protein_coding|	4199	3977.73	32.999	0.0593057	ENSG00000160161.9	CILP2-201
CINP	ENST00000216756.10|ENSG00000100865.14|OTTHUMG00000171775.3|OTTHUMT00000415055.1|CINP-201|CINP|955|protein_coding|	955	733.731	1070.21	10.4271	ENSG00000100865.14	CINP-201
CIP2A	ENST00000619684.4|ENSG00000163507.13|OTTHUMG00000159233.2|-|CIP2A-207|CIP2A|2839|protein_coding|	2839	2617.73	483.085	1.31926	ENSG00000163507.13	CIP2A-207
CIPC	ENST00000361786.6|ENSG00000198894.7|OTTHUMG00000171573.2|OTTHUMT00000414278.1|CIPC-201|CIPC|4486|protein_coding|	4486	4264.73	1064.21	1.78389	ENSG00000198894.7	CIPC-201
CIR1	ENST00000342016.7|ENSG00000138433.15|OTTHUMG00000132338.3|OTTHUMT00000255460.1|CIR1-201|CIR1|1921|protein_coding|	1921	1699.73	289.175	1.21622	ENSG00000138433.15	CIR1-201
CIRBP	ENST00000589686.5|ENSG00000099622.13|OTTHUMG00000180145.10|OTTHUMT00000474066.2|CIRBP-224|CIRBP|532|protein_coding|	532	310.775	1538.15	35.382	ENSG00000099622.13	CIRBP-224
CISD1	ENST00000333926.5|ENSG00000122873.11|OTTHUMG00000018266.2|OTTHUMT00000048137.1|CISD1-201|CISD1|2479|protein_coding|	2479	2257.73	887.926	2.81149	ENSG00000122873.11	CISD1-201
CISD2	ENST00000650480.1|ENSG00000145354.11|OTTHUMG00000161014.5|OTTHUMT00000501236.1|CISD2-206|CISD2|1643|protein_coding|	1643	1421.73	1359.36	6.83515	ENSG00000145354.11	CISD2-206
CISD3	ENST00000613478.1|ENSG00000277972.1|OTTHUMG00000188500.1|OTTHUMT00000477444.1|CISD3-204|CISD3|2074|protein_coding|	2074	1852.73	931.433	3.59394	ENSG00000277972.1	CISD3-204
CISH	ENST00000348721.3|ENSG00000114737.15|OTTHUMG00000156853.1|OTTHUMT00000346245.1|CISH-201|CISH|2043|protein_coding|	2043	1821.73	876.253	3.43856	ENSG00000114737.15	CISH-201
CIT	ENST00000536325.1|ENSG00000122966.15|OTTHUMG00000134325.8|OTTHUMT00000401851.2|CIT-207|CIT|329|protein_coding|	329	108.909	109.139	7.16387	ENSG00000122966.15	CIT-207
CITED1	ENST00000246139.9|ENSG00000125931.10|OTTHUMG00000021812.3|OTTHUMT00000057181.1|CITED1-201|CITED1|1231|protein_coding|	1231	1009.73	84.7975	0.600356	ENSG00000125931.10	CITED1-201
CITED2	ENST00000618718.1|ENSG00000164442.9|OTTHUMG00000015691.2|-|CITED2-204|CITED2|901|protein_coding|	901	679.761	1059.99	11.1475	ENSG00000164442.9	CITED2-204
CITED4	ENST00000372638.3|ENSG00000179862.6|OTTHUMG00000007728.1|OTTHUMT00000020795.1|CITED4-201|CITED4|1316|protein_coding|	1316	1094.73	12.0	0.0783619	ENSG00000179862.6	CITED4-201
CIZ1	ENST00000372938.9|ENSG00000148337.20|OTTHUMG00000020735.6|OTTHUMT00000054399.1|CIZ1-204|CIZ1|2984|protein_coding|	2984	2762.73	6312.68	16.3345	ENSG00000148337.20	CIZ1-204
CKAP2	ENST00000258607.9|ENSG00000136108.14|OTTHUMG00000016967.8|OTTHUMT00000045069.2|CKAP2-201|CKAP2|3375|protein_coding|	3375	3153.73	2534.58	5.74531	ENSG00000136108.14	CKAP2-201
CKAP2L	ENST00000302450.10|ENSG00000169607.12|OTTHUMG00000131313.2|OTTHUMT00000254082.2|CKAP2L-201|CKAP2L|4533|protein_coding|	4533	4311.73	1413.94	2.34428	ENSG00000169607.12	CKAP2L-201
CKAP4	ENST00000378026.4|ENSG00000136026.13|OTTHUMG00000170085.2|OTTHUMT00000407196.1|CKAP4-201|CKAP4|3093|protein_coding|	3093	2871.73	2.0	0.00497872	ENSG00000136026.13	CKAP4-201
CKAP5	ENST00000312055.9|ENSG00000175216.14|OTTHUMG00000166599.4|-|CKAP5-201|CKAP5|6532|protein_coding|	6532	6310.73	12902.8	14.6163	ENSG00000175216.14	CKAP5-201
CKB	ENST00000557530.1|ENSG00000166165.12|OTTHUMG00000171786.2|OTTHUMT00000415127.2|CKB-216|CKB|523|protein_coding|	523	301.775	2140.11	50.6971	ENSG00000166165.12	CKB-216
CKLF	ENST00000351137.8|ENSG00000217555.12|OTTHUMG00000137504.3|OTTHUMT00000268817.1|CKLF-203|CKLF|508|protein_coding|	508	286.775	373.78	9.31766	ENSG00000217555.12	CKLF-203
CKLF-CMTM1	ENST00000532838.1|ENSG00000254788.7|OTTHUMG00000167106.2|OTTHUMT00000393189.1|CKLF-CMTM1-204|CKLF-CMTM1|587|protein_coding|	587	365.761	20.2597	0.395974	ENSG00000254788.7	CKLF-CMTM1-204
CKM	ENST00000221476.3|ENSG00000104879.4|OTTHUMG00000181782.2|OTTHUMT00000457569.1|CKM-201|CKM|1657|protein_coding|	1657	1435.73	3.0	0.0149376	ENSG00000104879.4	CKM-201
CKMT1A	ENST00000434505.5|ENSG00000223572.9|OTTHUMG00000059898.16|OTTHUMT00000133135.1|CKMT1A-204|CKMT1A|1779|protein_coding|	1779	1557.73	192.374	0.882848	ENSG00000223572.9	CKMT1A-204
CKMT1B	ENST00000300283.10|ENSG00000237289.9|OTTHUMG00000059900.7|-|CKMT1B-201|CKMT1B|1779|protein_coding|	1779	1557.73	86.9163	0.398878	ENSG00000237289.9	CKMT1B-201
CKMT2	ENST00000505060.1|ENSG00000131730.15|OTTHUMG00000119013.4|OTTHUMT00000369604.2|CKMT2-204|CKMT2|546|protein_coding|	546	324.775	5.0	0.110057	ENSG00000131730.15	CKMT2-204
CKS1B	ENST00000308987.5|ENSG00000173207.12|OTTHUMG00000037413.3|OTTHUMT00000091078.1|CKS1B-201|CKS1B|759|protein_coding|	759	537.761	2879.2	38.2748	ENSG00000173207.12	CKS1B-201
CKS2	ENST00000314355.6|ENSG00000123975.4|OTTHUMG00000020180.1|OTTHUMT00000052988.1|CKS2-201|CKS2|613|protein_coding|	613	391.761	1606.0	29.3059	ENSG00000123975.4	CKS2-201
CLASP1	ENST00000541377.5|ENSG00000074054.18|OTTHUMG00000153331.9|-|CLASP1-215|CLASP1|7909|protein_coding|	7909	7687.73	1486.44	1.38223	ENSG00000074054.18	CLASP1-215
CLASP2	ENST00000399362.8|ENSG00000163539.16|OTTHUMG00000156489.13|OTTHUMT00000356444.3|CLASP2-204|CLASP2|7282|protein_coding|	7282	7060.73	4863.94	4.92459	ENSG00000163539.16	CLASP2-204
CLASRP	ENST00000221455.7|ENSG00000104859.14|OTTHUMG00000150189.4|OTTHUMT00000316749.2|CLASRP-201|CLASRP|2234|protein_coding|	2234	2012.73	543.417	1.9301	ENSG00000104859.14	CLASRP-201
CLBA1	ENST00000547315.5|ENSG00000140104.13|OTTHUMG00000170474.1|OTTHUMT00000409318.1|CLBA1-202|CLBA1|2370|protein_coding|	2370	2148.73	153.745	0.511506	ENSG00000140104.13	CLBA1-202
CLC	ENST00000221804.4|ENSG00000105205.6|OTTHUMG00000183144.1|OTTHUMT00000465225.1|CLC-201|CLC|635|protein_coding|	635	413.761	11.0	0.190053	ENSG00000105205.6	CLC-201
CLCA1	ENST00000234701.7|ENSG00000016490.15|OTTHUMG00000010254.1|OTTHUMT00000028277.1|CLCA1-201|CLCA1|3310|protein_coding|	3310	3088.73	0.0	0.0	ENSG00000016490.15	CLCA1-201
CLCA2	ENST00000370565.4|ENSG00000137975.7|OTTHUMG00000010256.1|OTTHUMT00000028284.1|CLCA2-201|CLCA2|4025|protein_coding|	4025	3803.73	0.0	0.0	ENSG00000137975.7	CLCA2-201
CLCA4	ENST00000370563.3|ENSG00000016602.9|OTTHUMG00000010260.1|OTTHUMT00000028292.1|CLCA4-201|CLCA4|3211|protein_coding|	3211	2989.73	0.0	0.0	ENSG00000016602.9	CLCA4-201
CLCC1	ENST00000369970.7|ENSG00000121940.15|OTTHUMG00000011732.1|OTTHUMT00000032407.1|CLCC1-206|CLCC1|2078|protein_coding|	2078	1856.73	1427.14	5.49477	ENSG00000121940.15	CLCC1-206
CLCF1	ENST00000312438.7|ENSG00000175505.10|OTTHUMG00000167669.1|OTTHUMT00000395478.1|CLCF1-201|CLCF1|1844|protein_coding|	1844	1622.73	196.134	0.864048	ENSG00000175505.10	CLCF1-201
CLCN1	ENST00000650516.1|ENSG00000188037.11|OTTHUMG00000152695.2|OTTHUMT00000500931.1|CLCN1-205|CLCN1|1066|protein_coding|	1066	844.731	0.0	0.0	ENSG00000188037.11	CLCN1-205
CLCN2	ENST00000265593.8|ENSG00000114859.15|OTTHUMG00000156747.4|OTTHUMT00000345571.1|CLCN2-201|CLCN2|3290|protein_coding|	3290	3068.73	386.21	0.899697	ENSG00000114859.15	CLCN2-201
CLCN3	ENST00000511092.5|ENSG00000109572.13|OTTHUMG00000160973.4|OTTHUMT00000363291.2|CLCN3-207|CLCN3|582|protein_coding|	582	360.761	203.534	4.0332	ENSG00000109572.13	CLCN3-207
CLCN4	ENST00000421085.6|ENSG00000073464.11|OTTHUMG00000021125.2|-|CLCN4-203|CLCN4|6534|protein_coding|	6534	6312.73	12.0	0.0135893	ENSG00000073464.11	CLCN4-203
CLCN5	ENST00000482218.2|ENSG00000171365.16|OTTHUMG00000021514.6|OTTHUMT00000109349.3|CLCN5-205|CLCN5|449|protein_coding|	449	227.817	21.5232	0.675389	ENSG00000171365.16	CLCN5-205
CLCN6	ENST00000346436.10|ENSG00000011021.22|OTTHUMG00000002299.7|OTTHUMT00000006639.2|CLCN6-202|CLCN6|5583|protein_coding|	5583	5361.73	627.909	0.837189	ENSG00000011021.22	CLCN6-202
CLCN7	ENST00000262318.12|ENSG00000103249.17|OTTHUMG00000044467.5|OTTHUMT00000432508.1|CLCN7-201|CLCN7|3717|protein_coding|	3717	3495.73	791.085	1.61777	ENSG00000103249.17	CLCN7-201
CLCNKA	ENST00000375692.5|ENSG00000186510.11|OTTHUMG00000009529.3|OTTHUMT00000026327.1|CLCNKA-202|CLCNKA|2581|protein_coding|	2581	2359.73	0.0	0.0	ENSG00000186510.11	CLCNKA-202
CLCNKB	ENST00000375667.7|ENSG00000184908.17|OTTHUMG00000009530.2|OTTHUMT00000026332.1|CLCNKB-201|CLCNKB|2129|protein_coding|	2129	1907.73	48.0	0.179869	ENSG00000184908.17	CLCNKB-201
CLDN1	ENST00000295522.3|ENSG00000163347.5|OTTHUMG00000156214.2|OTTHUMT00000343516.2|CLDN1-201|CLDN1|3481|protein_coding|	3481	3259.73	0.0	0.0	ENSG00000163347.5	CLDN1-201
CLDN10	ENST00000376873.7|ENSG00000134873.9|OTTHUMG00000017217.3|OTTHUMT00000045483.3|CLDN10-203|CLDN10|2656|protein_coding|	2656	2434.73	68.6826	0.201664	ENSG00000134873.9	CLDN10-203
CLDN11	ENST00000064724.7|ENSG00000013297.11|OTTHUMG00000158940.4|OTTHUMT00000352403.1|CLDN11-201|CLDN11|2169|protein_coding|	2169	1947.73	12.3665	0.045389	ENSG00000013297.11	CLDN11-201
CLDN12	ENST00000427904.1|ENSG00000157224.15|OTTHUMG00000156612.6|OTTHUMT00000140205.3|CLDN12-205|CLDN12|618|protein_coding|	618	396.761	66.0777	1.19058	ENSG00000157224.15	CLDN12-205
CLDN14	ENST00000399139.5|ENSG00000159261.10|OTTHUMG00000086638.1|OTTHUMT00000194702.1|CLDN14-205|CLDN14|1231|protein_coding|	1231	1009.73	0.0	0.0	ENSG00000159261.10	CLDN14-205
CLDN15	ENST00000401528.5|ENSG00000106404.13|OTTHUMG00000150512.4|OTTHUMT00000318698.1|CLDN15-202|CLDN15|2131|protein_coding|	2131	1909.73	234.353	0.877263	ENSG00000106404.13	CLDN15-202
CLDN16	ENST00000264734.2|ENSG00000113946.3|OTTHUMG00000156215.1|OTTHUMT00000343519.1|CLDN16-201|CLDN16|3273|protein_coding|	3273	3051.73	2.00514	0.00469711	ENSG00000113946.3	CLDN16-201
CLDN17	ENST00000286808.4|ENSG00000156282.4|OTTHUMG00000081873.1|OTTHUMT00000182261.1|CLDN17-201|CLDN17|1193|protein_coding|	1193	971.731	0.0	0.0	ENSG00000156282.4	CLDN17-201
CLDN18	ENST00000343735.8|ENSG00000066405.12|OTTHUMG00000159762.3|OTTHUMT00000357198.3|CLDN18-202|CLDN18|3434|protein_coding|	3434	3212.73	0.0	0.0	ENSG00000066405.12	CLDN18-202
CLDN19	ENST00000296387.5|ENSG00000164007.10|OTTHUMG00000007524.1|OTTHUMT00000019788.1|CLDN19-201|CLDN19|2859|protein_coding|	2859	2637.73	1.28435	0.00348085	ENSG00000164007.10	CLDN19-201
CLDN2	ENST00000541806.5|ENSG00000165376.10|OTTHUMG00000022154.1|-|CLDN2-203|CLDN2|3150|protein_coding|	3150	2928.73	0.0	0.0	ENSG00000165376.10	CLDN2-203
CLDN20	ENST00000367165.3|ENSG00000171217.5|OTTHUMG00000015882.1|OTTHUMT00000042818.1|CLDN20-201|CLDN20|1209|protein_coding|	1209	987.731	0.0	0.0	ENSG00000171217.5	CLDN20-201
