gene_name	target_id	length	eff_length	est_counts	tpm	gene_id	transcript_name
CNTN2	ENST00000636312.2|ENSG00000184144.11|OTTHUMG00000037105.38|OTTHUMT00000491132.1|CNTN2-208|CNTN2|7112|protein_coding|	7112	6874.82	1.0	0.00281688	ENSG00000184144.11	CNTN2-208
CNTN3	ENST00000263665.6|ENSG00000113805.8|OTTHUMG00000158813.1|OTTHUMT00000352306.1|CNTN3-201|CNTN3|4948|protein_coding|	4948	4710.82	0.0	0.0	ENSG00000113805.8	CNTN3-201
CNTN4	ENST00000455083.5|ENSG00000144619.14|OTTHUMG00000119031.11|OTTHUMT00000337402.3|CNTN4-210|CNTN4|566|protein_coding|	566	328.819	0.682591	0.0402007	ENSG00000144619.14	CNTN4-210
CNTN5	ENST00000527185.5|ENSG00000149972.10|OTTHUMG00000167579.2|OTTHUMT00000395147.2|CNTN5-207|CNTN5|4303|protein_coding|	4303	4065.82	0.0	0.0	ENSG00000149972.10	CNTN5-207
CNTN6	ENST00000446702.6|ENSG00000134115.12|OTTHUMG00000119030.2|OTTHUMT00000239235.2|CNTN6-205|CNTN6|4513|protein_coding|	4513	4275.82	0.0	0.0	ENSG00000134115.12	CNTN6-205
CNTNAP1	ENST00000264638.8|ENSG00000108797.11|OTTHUMG00000180643.1|OTTHUMT00000452342.1|CNTNAP1-201|CNTNAP1|5276|protein_coding|	5276	5038.82	1798.23	6.91108	ENSG00000108797.11	CNTNAP1-201
CNTNAP2	ENST00000463592.3|ENSG00000174469.21|OTTHUMG00000152743.10|OTTHUMT00000327670.3|CNTNAP2-203|CNTNAP2|6076|protein_coding|	6076	5838.82	5.76828	0.0191316	ENSG00000174469.21	CNTNAP2-203
CNTNAP3	ENST00000297668.10|ENSG00000106714.17|OTTHUMG00000019954.4|OTTHUMT00000052511.1|CNTNAP3-201|CNTNAP3|5064|protein_coding|	5064	4826.82	0.0	0.0	ENSG00000106714.17	CNTNAP3-201
CNTNAP3B	ENST00000612828.4|ENSG00000154529.14|OTTHUMG00000013174.11|OTTHUMT00000477547.1|CNTNAP3B-211|CNTNAP3B|7455|protein_coding|	7455	7217.82	14.2389	0.0382032	ENSG00000154529.14	CNTNAP3B-211
CNTNAP3C	ENST00000636699.1|ENSG00000283378.1|OTTHUMG00000191808.1|OTTHUMT00000490176.1|CNTNAP3C-201|CNTNAP3C|1728|protein_coding|	1728	1490.82	0.0	0.0	ENSG00000283378.1	CNTNAP3C-201
CNTNAP4	ENST00000478060.5|ENSG00000152910.18|OTTHUMG00000137617.7|OTTHUMT00000348214.1|CNTNAP4-206|CNTNAP4|3708|protein_coding|	3708	3470.82	16.5576	0.0923836	ENSG00000152910.18	CNTNAP4-206
CNTNAP5	ENST00000431078.1|ENSG00000155052.14|OTTHUMG00000153356.5|OTTHUMT00000330864.3|CNTNAP5-202|CNTNAP5|5284|protein_coding|	5284	5046.82	4.00409	0.0153644	ENSG00000155052.14	CNTNAP5-202
CNTRL	ENST00000373855.5|ENSG00000119397.16|OTTHUMG00000020581.7|OTTHUMT00000250216.1|CNTRL-207|CNTRL|7660|protein_coding|	7660	7422.82	1684.53	4.39481	ENSG00000119397.16	CNTRL-207
CNTROB	ENST00000563694.5|ENSG00000170037.13|OTTHUMG00000172932.4|OTTHUMT00000421372.1|CNTROB-202|CNTROB|3705|protein_coding|	3705	3467.82	892.122	4.98192	ENSG00000170037.13	CNTROB-202
COA1	ENST00000223336.10|ENSG00000106603.18|OTTHUMG00000128949.10|-|COA1-201|COA1|927|protein_coding|	927	689.817	714.207	20.0503	ENSG00000106603.18	COA1-201
COA3	ENST00000328434.7|ENSG00000183978.7|OTTHUMG00000180651.1|OTTHUMT00000452397.1|COA3-201|COA3|771|protein_coding|	771	533.817	385.0	13.9668	ENSG00000183978.7	COA3-201
COA4	ENST00000355693.4|ENSG00000181924.6|OTTHUMG00000168061.1|OTTHUMT00000397878.1|COA4-201|COA4|960|protein_coding|	960	722.817	1056.46	28.3044	ENSG00000181924.6	COA4-201
COA5	ENST00000409997.1|ENSG00000183513.8|OTTHUMG00000153101.3|OTTHUMT00000329530.1|COA5-202|COA5|557|protein_coding|	557	319.82	51.903	3.1428	ENSG00000183513.8	COA5-202
COA6	ENST00000366615.8|ENSG00000168275.14|OTTHUMG00000037945.1|OTTHUMT00000092612.1|COA6-203|COA6|710|protein_coding|	710	472.817	440.907	18.0586	ENSG00000168275.14	COA6-203
COA7	ENST00000371538.4|ENSG00000162377.5|OTTHUMG00000008505.3|OTTHUMT00000023462.2|COA7-201|COA7|4005|protein_coding|	4005	3767.82	617.098	3.17171	ENSG00000162377.5	COA7-201
COASY	ENST00000393818.2|ENSG00000068120.14|OTTHUMG00000180245.4|OTTHUMT00000450409.1|COASY-201|COASY|2458|protein_coding|	2458	2220.82	1288.84	11.2387	ENSG00000068120.14	COASY-201
COBL	ENST00000445054.5|ENSG00000106078.18|OTTHUMG00000155999.6|OTTHUMT00000342683.1|COBL-206|COBL|4660|protein_coding|	4660	4422.82	1.96563	0.00860662	ENSG00000106078.18	COBL-206
COBLL1	ENST00000448708.5|ENSG00000082438.15|OTTHUMG00000074019.9|OTTHUMT00000333121.2|COBLL1-210|COBLL1|549|protein_coding|	549	311.822	2.0	0.124209	ENSG00000082438.15	COBLL1-210
COCH	ENST00000644874.1|ENSG00000100473.16|OTTHUMG00000029432.8|OTTHUMT00000409701.2|COCH-214|COCH|2884|protein_coding|	2884	2646.82	94.1992	0.689212	ENSG00000100473.16	COCH-214
COG1	ENST00000299886.8|ENSG00000166685.11|OTTHUMG00000178344.2|OTTHUMT00000441638.1|COG1-201|COG1|3079|protein_coding|	3079	2841.82	448.106	3.05362	ENSG00000166685.11	COG1-201
COG2	ENST00000366669.8|ENSG00000135775.13|OTTHUMG00000037753.2|OTTHUMT00000092087.1|COG2-202|COG2|2921|protein_coding|	2921	2683.82	796.22	5.74526	ENSG00000135775.13	COG2-202
COG3	ENST00000349995.9|ENSG00000136152.14|OTTHUMG00000016855.6|OTTHUMT00000044777.2|COG3-201|COG3|4498|protein_coding|	4498	4260.82	823.426	3.74249	ENSG00000136152.14	COG3-201
COG4	ENST00000323786.9|ENSG00000103051.18|OTTHUMG00000128515.9|OTTHUMT00000250326.3|COG4-201|COG4|2833|protein_coding|	2833	2595.82	899.098	6.70752	ENSG00000103051.18	COG4-201
COG5	ENST00000605888.1|ENSG00000164597.13|OTTHUMG00000023895.5|OTTHUMT00000471031.1|COG5-210|COG5|576|protein_coding|	576	338.818	64.7018	3.6981	ENSG00000164597.13	COG5-210
COG6	ENST00000455146.7|ENSG00000133103.16|OTTHUMG00000016768.5|OTTHUMT00000044622.3|COG6-204|COG6|3563|protein_coding|	3563	3325.82	131.796	0.76742	ENSG00000133103.16	COG6-204
COG7	ENST00000307149.9|ENSG00000168434.12|OTTHUMG00000094807.3|OTTHUMT00000211625.1|COG7-201|COG7|2926|protein_coding|	2926	2688.82	316.09	2.27656	ENSG00000168434.12	COG7-201
COG8	ENST00000562595.5|ENSG00000213380.15|OTTHUMG00000154277.7|OTTHUMT00000430568.2|COG8-203|COG8|2262|protein_coding|	2262	2024.82	407.305	3.8955	ENSG00000213380.15	COG8-203
COIL	ENST00000240316.4|ENSG00000121058.4|OTTHUMG00000178126.2|OTTHUMT00000440618.1|COIL-201|COIL|2650|protein_coding|	2650	2412.82	774.0	6.21221	ENSG00000121058.4	COIL-201
COL10A1	ENST00000243222.8|ENSG00000123500.9|OTTHUMG00000015426.3|-|COL10A1-201|COL10A1|3289|protein_coding|	3289	3051.82	0.0	0.0	ENSG00000123500.9	COL10A1-201
COL11A1	ENST00000461720.6|ENSG00000060718.21|OTTHUMG00000010872.10|OTTHUMT00000030000.3|COL11A1-206|COL11A1|2790|protein_coding|	2790	2552.82	1.0	0.00758594	ENSG00000060718.21	COL11A1-206
COL11A2	ENST00000361917.5|ENSG00000204248.10|OTTHUMG00000031036.10|-|COL11A2-202|COL11A2|6104|protein_coding|	6104	5866.82	30.1815	0.0996248	ENSG00000204248.10	COL11A2-202
COL12A1	ENST00000345356.10|ENSG00000111799.20|OTTHUMG00000015051.7|OTTHUMT00000041250.2|COL12A1-202|COL12A1|5886|protein_coding|	5886	5648.82	12.6997	0.0435377	ENSG00000111799.20	COL12A1-202
COL13A1	ENST00000517713.5|ENSG00000197467.14|OTTHUMG00000018394.5|OTTHUMT00000380459.2|COL13A1-210|COL13A1|2007|protein_coding|	2007	1769.82	1.0	0.0109421	ENSG00000197467.14	COL13A1-210
COL14A1	ENST00000247781.4|ENSG00000187955.11|OTTHUMG00000149877.4|-|COL14A1-201|COL14A1|3450|protein_coding|	3450	3212.82	1.049	0.00632295	ENSG00000187955.11	COL14A1-201
COL15A1	ENST00000610452.1|ENSG00000204291.10|OTTHUMG00000020351.5|-|COL15A1-205|COL15A1|5422|protein_coding|	5422	5184.82	22.0	0.082171	ENSG00000204291.10	COL15A1-205
COL16A1	ENST00000373667.4|ENSG00000084636.17|OTTHUMG00000003883.23|OTTHUMT00000091414.2|COL16A1-201|COL16A1|924|protein_coding|	924	686.817	14.903	0.420205	ENSG00000084636.17	COL16A1-201
COL17A1	ENST00000369733.8|ENSG00000065618.19|OTTHUMG00000018998.8|OTTHUMT00000050183.3|COL17A1-202|COL17A1|5197|protein_coding|	5197	4959.82	4.0	0.0156179	ENSG00000065618.19	COL17A1-202
COL18A1	ENST00000400337.6|ENSG00000182871.14|OTTHUMG00000090407.5|OTTHUMT00000206828.1|COL18A1-204|COL18A1|5436|protein_coding|	5436	5198.82	30.6088	0.114017	ENSG00000182871.14	COL18A1-204
COL19A1	ENST00000478620.2|ENSG00000082293.12|OTTHUMG00000014987.4|OTTHUMT00000041130.2|COL19A1-203|COL19A1|589|protein_coding|	589	351.817	18.0	0.990797	ENSG00000082293.12	COL19A1-203
COL1A1	ENST00000225964.9|ENSG00000108821.13|OTTHUMG00000148674.9|OTTHUMT00000309036.3|COL1A1-201|COL1A1|6727|protein_coding|	6727	6489.82	357.588	1.06704	ENSG00000108821.13	COL1A1-201
COL1A2	ENST00000620463.1|ENSG00000164692.17|OTTHUMG00000148675.2|-|COL1A2-213|COL1A2|4523|protein_coding|	4523	4285.82	69.2061	0.312709	ENSG00000164692.17	COL1A2-213
COL20A1	ENST00000422202.5|ENSG00000101203.16|OTTHUMG00000032964.18|OTTHUMT00000080130.4|COL20A1-203|COL20A1|8097|protein_coding|	8097	7859.82	3.02993	0.00746533	ENSG00000101203.16	COL20A1-203
COL21A1	ENST00000244728.9|ENSG00000124749.16|OTTHUMG00000014907.5|OTTHUMT00000041004.2|COL21A1-201|COL21A1|4339|protein_coding|	4339	4101.82	0.0	0.0	ENSG00000124749.16	COL21A1-201
COL22A1	ENST00000303045.10|ENSG00000169436.16|OTTHUMG00000150035.2|OTTHUMT00000315905.2|COL22A1-201|COL22A1|6346|protein_coding|	6346	6108.82	0.0	0.0	ENSG00000169436.16	COL22A1-201
COL23A1	ENST00000390654.7|ENSG00000050767.16|OTTHUMG00000130890.4|OTTHUMT00000253475.1|COL23A1-201|COL23A1|3061|protein_coding|	3061	2823.82	3.85767	0.0264556	ENSG00000050767.16	COL23A1-201
COL24A1	ENST00000370571.6|ENSG00000171502.14|OTTHUMG00000010629.6|OTTHUMT00000029335.4|COL24A1-201|COL24A1|6825|protein_coding|	6825	6587.82	287.945	0.846441	ENSG00000171502.14	COL24A1-201
COL25A1	ENST00000642955.1|ENSG00000188517.15|OTTHUMG00000150039.6|OTTHUMT00000496587.1|COL25A1-210|COL25A1|8026|protein_coding|	8026	7788.82	0.0	0.0	ENSG00000188517.15	COL25A1-210
COL26A1	ENST00000613501.1|ENSG00000160963.13|OTTHUMG00000150033.5|OTTHUMT00000315897.3|COL26A1-203|COL26A1|2970|protein_coding|	2970	2732.82	2.0	0.0141726	ENSG00000160963.13	COL26A1-203
COL27A1	ENST00000451716.5|ENSG00000196739.14|OTTHUMG00000020537.4|OTTHUMT00000053766.1|COL27A1-202|COL27A1|2865|protein_coding|	2865	2627.82	3.01408	0.0222121	ENSG00000196739.14	COL27A1-202
COL28A1	ENST00000453441.1|ENSG00000215018.9|OTTHUMG00000150034.2|OTTHUMT00000315904.1|COL28A1-205|COL28A1|700|protein_coding|	700	462.817	0.650086	0.0272014	ENSG00000215018.9	COL28A1-205
COL2A1	ENST00000380518.7|ENSG00000139219.18|OTTHUMG00000149896.6|OTTHUMT00000313810.2|COL2A1-202|COL2A1|5071|protein_coding|	5071	4833.82	9.50966	0.0380981	ENSG00000139219.18	COL2A1-202
COL3A1	ENST00000304636.7|ENSG00000168542.14|OTTHUMG00000132648.6|OTTHUMT00000255899.3|COL3A1-201|COL3A1|5543|protein_coding|	5543	5305.82	48.0	0.175194	ENSG00000168542.14	COL3A1-201
COL4A1	ENST00000375820.9|ENSG00000187498.15|OTTHUMG00000017342.10|OTTHUMT00000045759.6|COL4A1-201|COL4A1|6616|protein_coding|	6616	6378.82	22.0824	0.0670403	ENSG00000187498.15	COL4A1-201
COL4A2	ENST00000494852.2|ENSG00000134871.18|OTTHUMG00000017344.8|OTTHUMT00000045762.2|COL4A2-209|COL4A2|473|protein_coding|	473	236.025	1.06943	0.0877452	ENSG00000134871.18	COL4A2-209
COL4A3	ENST00000396578.7|ENSG00000169031.19|OTTHUMG00000149891.5|OTTHUMT00000331409.2|COL4A3-202|COL4A3|8097|protein_coding|	8097	7859.82	297.128	0.732084	ENSG00000169031.19	COL4A3-202
COL4A3BP	ENST00000380494.10|ENSG00000113163.16|OTTHUMG00000102068.9|OTTHUMT00000497150.2|COL4A3BP-203|COL4A3BP|4654|protein_coding|	4654	4416.82	609.689	2.67318	ENSG00000113163.16	COL4A3BP-203
COL4A4	ENST00000396625.4|ENSG00000081052.12|OTTHUMG00000149892.2|OTTHUMT00000313770.2|COL4A4-201|COL4A4|10018|protein_coding|	10018	9780.82	396.858	0.78576	ENSG00000081052.12	COL4A4-201
COL4A5	ENST00000361603.7|ENSG00000188153.13|OTTHUMG00000022182.6|OTTHUMT00000057880.3|COL4A5-202|COL4A5|6427|protein_coding|	6427	6189.82	12.2575	0.0383489	ENSG00000188153.13	COL4A5-202
COL4A6	ENST00000545689.2|ENSG00000197565.15|OTTHUMG00000022179.2|-|COL4A6-209|COL4A6|6380|protein_coding|	6380	6142.82	6.0	0.0189153	ENSG00000197565.15	COL4A6-209
COL5A1	ENST00000618395.4|ENSG00000130635.15|OTTHUMG00000020891.4|-|COL5A1-208|COL5A1|8437|protein_coding|	8437	8199.82	18.8773	0.0445825	ENSG00000130635.15	COL5A1-208
COL5A2	ENST00000649966.1|ENSG00000204262.12|OTTHUMG00000149842.4|OTTHUMT00000501143.1|COL5A2-205|COL5A2|856|protein_coding|	856	618.817	6.9966	0.218955	ENSG00000204262.12	COL5A2-205
COL5A3	ENST00000264828.3|ENSG00000080573.6|OTTHUMG00000150019.1|OTTHUMT00000315788.1|COL5A3-201|COL5A3|6174|protein_coding|	6174	5936.82	24.0	0.0782865	ENSG00000080573.6	COL5A3-201
COL6A1	ENST00000361866.7|ENSG00000142156.14|OTTHUMG00000090440.1|OTTHUMT00000206877.1|COL6A1-201|COL6A1|4238|protein_coding|	4238	4000.82	51.0734	0.247215	ENSG00000142156.14	COL6A1-201
COL6A2	ENST00000300527.8|ENSG00000142173.14|OTTHUMG00000090489.6|OTTHUMT00000206971.1|COL6A2-201|COL6A2|3461|protein_coding|	3461	3223.82	24.5476	0.147458	ENSG00000142173.14	COL6A2-201
COL6A3	ENST00000347401.7|ENSG00000163359.15|OTTHUMG00000150020.6|-|COL6A3-202|COL6A3|8625|protein_coding|	8625	8387.82	26.9629	0.0622512	ENSG00000163359.15	COL6A3-202
COL6A5	ENST00000265379.10|ENSG00000172752.14|OTTHUMG00000159712.4|-|COL6A5-201|COL6A5|9214|protein_coding|	9214	8976.82	0.835589	0.0018026	ENSG00000172752.14	COL6A5-201
COL6A6	ENST00000358511.10|ENSG00000206384.10|OTTHUMG00000159653.6|OTTHUMT00000356705.5|COL6A6-201|COL6A6|9581|protein_coding|	9581	9343.82	2.0	0.0041451	ENSG00000206384.10	COL6A6-201
COL7A1	ENST00000328333.12|ENSG00000114270.17|OTTHUMG00000133541.3|OTTHUMT00000257519.1|COL7A1-201|COL7A1|9276|protein_coding|	9276	9038.82	42.2175	0.0904504	ENSG00000114270.17	COL7A1-201
COL8A1	ENST00000261037.7|ENSG00000144810.15|OTTHUMG00000148669.3|OTTHUMT00000309001.1|COL8A1-201|COL8A1|5705|protein_coding|	5705	5467.82	6.81553	0.0241388	ENSG00000144810.15	COL8A1-201
COL8A2	ENST00000303143.9|ENSG00000171812.12|OTTHUMG00000007665.6|-|COL8A2-201|COL8A2|4447|protein_coding|	4447	4209.82	3.49217	0.0160643	ENSG00000171812.12	COL8A2-201
COL9A1	ENST00000357250.10|ENSG00000112280.16|OTTHUMG00000014988.8|OTTHUMT00000041131.2|COL9A1-202|COL9A1|4761|protein_coding|	4761	4523.82	0.0	0.0	ENSG00000112280.16	COL9A1-202
COL9A2	ENST00000372748.7|ENSG00000049089.14|OTTHUMG00000005761.6|OTTHUMT00000015764.3|COL9A2-202|COL9A2|2862|protein_coding|	2862	2624.82	2000.39	14.7586	ENSG00000049089.14	COL9A2-202
COL9A3	ENST00000649368.1|ENSG00000092758.17|OTTHUMG00000032938.7|OTTHUMT00000501356.1|COL9A3-215|COL9A3|2497|protein_coding|	2497	2259.82	0.0	0.0	ENSG00000092758.17	COL9A3-215
COLCA2	ENST00000610738.5|ENSG00000214290.8|OTTHUMG00000166657.3|OTTHUMT00000492319.1|COLCA2-204|COLCA2|975|protein_coding|	975	737.817	0.0	0.0	ENSG00000214290.8	COLCA2-204
COLEC10	ENST00000332843.2|ENSG00000184374.2|OTTHUMG00000164971.1|OTTHUMT00000381225.1|COLEC10-201|COLEC10|1266|protein_coding|	1266	1028.82	2.0	0.0376462	ENSG00000184374.2	COLEC10-201
COLEC11	ENST00000403096.7|ENSG00000118004.17|OTTHUMG00000090304.8|OTTHUMT00000322776.1|COLEC11-206|COLEC11|1557|protein_coding|	1557	1319.82	5.33259	0.0782445	ENSG00000118004.17	COLEC11-206
COLEC12	ENST00000400256.4|ENSG00000158270.11|OTTHUMG00000178145.2|OTTHUMT00000440746.2|COLEC12-201|COLEC12|5742|protein_coding|	5742	5504.82	7.8942	0.0277712	ENSG00000158270.11	COLEC12-201
COLGALT1	ENST00000252599.8|ENSG00000130309.10|OTTHUMG00000182893.2|OTTHUMT00000464216.1|COLGALT1-201|COLGALT1|3704|protein_coding|	3704	3466.82	1619.21	9.04483	ENSG00000130309.10	COLGALT1-201
COLGALT2	ENST00000361927.8|ENSG00000198756.11|OTTHUMG00000035460.3|OTTHUMT00000086128.1|COLGALT2-201|COLGALT2|5177|protein_coding|	5177	4939.82	106.233	0.416464	ENSG00000198756.11	COLGALT2-201
COLQ	ENST00000383786.9|ENSG00000206561.12|OTTHUMG00000156233.6|OTTHUMT00000346318.1|COLQ-202|COLQ|1482|protein_coding|	1482	1244.82	8.0622	0.125423	ENSG00000206561.12	COLQ-202
COMMD1	ENST00000311832.5|ENSG00000173163.10|OTTHUMG00000129445.3|OTTHUMT00000251607.2|COMMD1-201|COMMD1|911|protein_coding|	911	673.817	206.777	5.94278	ENSG00000173163.10	COMMD1-201
COMMD10	ENST00000274458.8|ENSG00000145781.8|OTTHUMG00000162922.1|OTTHUMT00000371033.1|COMMD10-201|COMMD10|1469|protein_coding|	1469	1231.82	274.477	4.31508	ENSG00000145781.8	COMMD10-201
COMMD2	ENST00000473414.5|ENSG00000114744.8|OTTHUMG00000159616.2|OTTHUMT00000356515.1|COMMD2-203|COMMD2|3706|protein_coding|	3706	3468.82	626.134	3.49555	ENSG00000114744.8	COMMD2-203
COMMD3	ENST00000448361.5|ENSG00000148444.15|OTTHUMG00000017806.3|OTTHUMT00000047162.2|COMMD3-203|COMMD3|757|protein_coding|	757	519.817	399.136	14.8696	ENSG00000148444.15	COMMD3-203
COMMD3-BMI1	ENST00000602390.5|ENSG00000269897.5|OTTHUMG00000184031.2|OTTHUMT00000467824.2|COMMD3-BMI1-205|COMMD3-BMI1|1419|protein_coding|	1419	1181.82	65.7168	1.07685	ENSG00000269897.5	COMMD3-BMI1-205
COMMD4	ENST00000267935.12|ENSG00000140365.15|OTTHUMG00000142823.5|OTTHUMT00000286414.1|COMMD4-201|COMMD4|1067|protein_coding|	1067	829.817	615.889	14.3731	ENSG00000140365.15	COMMD4-201
COMMD5	ENST00000305103.3|ENSG00000170619.9|OTTHUMG00000165251.5|OTTHUMT00000382962.1|COMMD5-201|COMMD5|1373|protein_coding|	1373	1135.82	342.983	5.84781	ENSG00000170619.9	COMMD5-201
COMMD6	ENST00000377619.9|ENSG00000188243.12|OTTHUMG00000017089.4|OTTHUMT00000045290.2|COMMD6-204|COMMD6|594|protein_coding|	594	356.817	183.074	9.93595	ENSG00000188243.12	COMMD6-204
COMMD7	ENST00000446419.6|ENSG00000149600.11|OTTHUMG00000032229.4|OTTHUMT00000471946.1|COMMD7-202|COMMD7|1343|protein_coding|	1343	1105.82	458.04	8.02138	ENSG00000149600.11	COMMD7-202
COMMD8	ENST00000381571.5|ENSG00000169019.10|OTTHUMG00000099435.3|OTTHUMT00000216898.3|COMMD8-201|COMMD8|1469|protein_coding|	1469	1231.82	811.0	12.7498	ENSG00000169019.10	COMMD8-201
COMMD9	ENST00000452374.6|ENSG00000110442.11|OTTHUMG00000166333.2|OTTHUMT00000389198.1|COMMD9-203|COMMD9|917|protein_coding|	917	679.817	198.971	5.66796	ENSG00000110442.11	COMMD9-203
COMP	ENST00000542601.6|ENSG00000105664.10|OTTHUMG00000169318.3|OTTHUMT00000403456.1|COMP-203|COMP|2707|protein_coding|	2707	2469.82	0.0	0.0	ENSG00000105664.10	COMP-203
COMT	ENST00000406520.7|ENSG00000093010.13|OTTHUMG00000150529.8|OTTHUMT00000318770.3|COMT-205|COMT|1339|protein_coding|	1339	1101.82	759.979	13.3574	ENSG00000093010.13	COMT-205
COMTD1	ENST00000372538.7|ENSG00000165644.10|OTTHUMG00000018518.2|OTTHUMT00000048802.1|COMTD1-201|COMTD1|976|protein_coding|	976	738.817	413.857	10.8478	ENSG00000165644.10	COMTD1-201
COP1	ENST00000367669.7|ENSG00000143207.20|OTTHUMG00000034986.6|OTTHUMT00000084672.2|COP1-204|COP1|3033|protein_coding|	3033	2795.82	836.724	5.79566	ENSG00000143207.20	COP1-204
COPA	ENST00000241704.7|ENSG00000122218.15|OTTHUMG00000033111.8|OTTHUMT00000080638.1|COPA-201|COPA|4789|protein_coding|	4789	4551.82	5316.01	22.6167	ENSG00000122218.15	COPA-201
COPB1	ENST00000439561.6|ENSG00000129083.12|OTTHUMG00000165824.2|OTTHUMT00000386411.1|COPB1-202|COPB1|3382|protein_coding|	3382	3144.82	3987.21	24.5529	ENSG00000129083.12	COPB1-202
COPB2	ENST00000507777.5|ENSG00000184432.9|OTTHUMG00000159959.4|OTTHUMT00000358496.2|COPB2-205|COPB2|3034|protein_coding|	3034	2796.82	2053.9	14.2215	ENSG00000184432.9	COPB2-205
COPE	ENST00000262812.8|ENSG00000105669.13|OTTHUMG00000183052.1|OTTHUMT00000464801.1|COPE-201|COPE|1141|protein_coding|	1141	903.817	3068.81	65.7534	ENSG00000105669.13	COPE-201
COPG1	ENST00000314797.10|ENSG00000181789.14|OTTHUMG00000159451.5|OTTHUMT00000355456.2|COPG1-201|COPG1|3078|protein_coding|	3078	2840.82	4499.33	30.6714	ENSG00000181789.14	COPG1-201
COPG2	ENST00000425248.5|ENSG00000158623.14|OTTHUMG00000155364.4|OTTHUMT00000339658.3|COPG2-202|COPG2|3134|protein_coding|	3134	2896.82	1187.5	7.93854	ENSG00000158623.14	COPG2-202
COPRS	ENST00000302362.10|ENSG00000172301.10|OTTHUMG00000132812.3|OTTHUMT00000256257.2|COPRS-201|COPRS|968|protein_coding|	968	730.817	449.501	11.9111	ENSG00000172301.10	COPRS-201
COPS2	ENST00000299259.10|ENSG00000166200.14|OTTHUMG00000172324.3|OTTHUMT00000417841.1|COPS2-201|COPS2|2036|protein_coding|	2036	1798.82	1282.96	13.812	ENSG00000166200.14	COPS2-201
COPS3	ENST00000268717.9|ENSG00000141030.12|OTTHUMG00000059281.6|OTTHUMT00000131603.2|COPS3-201|COPS3|1641|protein_coding|	1641	1403.82	1642.24	22.6545	ENSG00000141030.12	COPS3-201
COPS4	ENST00000264389.6|ENSG00000138663.8|OTTHUMG00000130298.3|OTTHUMT00000252643.1|COPS4-201|COPS4|1744|protein_coding|	1744	1506.82	848.912	10.9102	ENSG00000138663.8	COPS4-201
COPS5	ENST00000357849.8|ENSG00000121022.13|OTTHUMG00000164563.5|OTTHUMT00000379245.2|COPS5-201|COPS5|1480|protein_coding|	1480	1242.82	1025.99	15.9869	ENSG00000121022.13	COPS5-201
COPS6	ENST00000418625.5|ENSG00000168090.9|OTTHUMG00000154632.8|OTTHUMT00000336528.1|COPS6-202|COPS6|1107|protein_coding|	1107	869.817	640.745	14.2655	ENSG00000168090.9	COPS6-202
COPS7A	ENST00000539735.5|ENSG00000111652.9|OTTHUMG00000169182.3|OTTHUMT00000402748.1|COPS7A-210|COPS7A|1832|protein_coding|	1832	1594.82	270.104	3.27982	ENSG00000111652.9	COPS7A-210
COPS7B	ENST00000410017.5|ENSG00000144524.17|OTTHUMG00000133228.4|OTTHUMT00000331915.1|COPS7B-206|COPS7B|2051|protein_coding|	2051	1813.82	413.159	4.41116	ENSG00000144524.17	COPS7B-206
COPS8	ENST00000392008.6|ENSG00000198612.10|OTTHUMG00000133297.4|OTTHUMT00000329050.2|COPS8-202|COPS8|1654|protein_coding|	1654	1416.82	777.985	10.6338	ENSG00000198612.10	COPS8-202
COPS9	ENST00000607357.1|ENSG00000172428.10|OTTHUMG00000133352.4|OTTHUMT00000470698.1|COPS9-205|COPS9|418|protein_coding|	418	182.442	446.364	47.3797	ENSG00000172428.10	COPS9-205
COPZ1	ENST00000262061.6|ENSG00000111481.9|OTTHUMG00000169762.2|OTTHUMT00000405753.1|COPZ1-201|COPZ1|1897|protein_coding|	1897	1659.82	1832.42	21.3794	ENSG00000111481.9	COPZ1-201
COPZ2	ENST00000621465.4|ENSG00000005243.9|OTTHUMG00000178684.5|OTTHUMT00000442953.3|COPZ2-210|COPZ2|895|protein_coding|	895	657.817	16.526	0.486512	ENSG00000005243.9	COPZ2-210
COQ10A	ENST00000308197.9|ENSG00000135469.13|OTTHUMG00000170283.3|OTTHUMT00000408332.1|COQ10A-201|COQ10A|1652|protein_coding|	1652	1414.82	83.1391	1.13798	ENSG00000135469.13	COQ10A-201
COQ10B	ENST00000263960.6|ENSG00000115520.8|OTTHUMG00000132745.2|OTTHUMT00000256105.2|COQ10B-201|COQ10B|2239|protein_coding|	2239	2001.82	340.097	3.29009	ENSG00000115520.8	COQ10B-201
COQ2	ENST00000647002.1|ENSG00000173085.14|OTTHUMG00000160940.6|OTTHUMT00000363027.4|COQ2-206|COQ2|1641|protein_coding|	1641	1403.82	386.235	5.32807	ENSG00000173085.14	COQ2-206
COQ3	ENST00000254759.7|ENSG00000132423.11|OTTHUMG00000015264.1|OTTHUMT00000041602.1|COQ3-201|COQ3|1335|protein_coding|	1335	1097.82	214.077	3.77633	ENSG00000132423.11	COQ3-201
COQ4	ENST00000300452.7|ENSG00000167113.10|OTTHUMG00000020743.2|OTTHUMT00000054427.1|COQ4-201|COQ4|1548|protein_coding|	1548	1310.82	650.817	9.61493	ENSG00000167113.10	COQ4-201
