Chromosome	Start	End	Name	Score	Cell	K562
chr1	112794676	112794927	NR2F6	1000	K562	True
chr1	112826156	112826606	NR2F6	446	K562	True
chr1	112832165	112832615	NR2F6	334	K562	True
chr1	112869206	112869656	NR2F6	254	K562	True
chr1	112893368	112893818	NR2F6	121	K562	True
chr1	112901408	112901858	NR2F6	462	K562	True
chr1	112904038	112904688	NR2F6	735	K562	True
chr1	112904906	112905356	NR2F6	212	K562	True
chr1	112946612	112947062	NR2F6	323	K562	True
chr1	112953247	112953697	NR2F6	196	K562	True
chr1	112955687	112956137	NR2F6	216	K562	True
chr1	113040249	113040371	NR2F6	844	K562	True
chr1	113041535	113041985	NR2F6	270	K562	True
chr1	113042620	113043070	NR2F6	535	K562	True
chr1	113072013	113072463	NR2F6	592	K562	True
chr1	113141570	113142020	NR2F6	305	K562	True
chr1	113146745	113147213	NR2F6	607	HepG2,K562	True
chr1	113265161	113265611	NR2F6	287	K562	True
chr1	113388495	113389025	NR2F6	412	HepG2,K562	True
chr1	113658857	113659614	NR2F6	220	K562	True
chr1	113676487	113676937	NR2F6	353	K562	True
chr1	113677296	113677596	NR2F6	1000	K562	True
chr1	113692985	113693435	NR2F6	278	K562	True
chr1	113759042	113759735	NR2F6	365	HepG2,K562	True
chr1	113759938	113760388	NR2F6	213	K562	True
chr1	113809871	113810321	NR2F6	252	K562	True
chr1	113846633	113846977	NR2F6	1000	K562	True
chr1	113914205	113914655	NR2F6	543	K562	True
chr1	113931356	113932072	NR2F6	261	K562	True
chr1	113948901	113949351	NR2F6	612	K562	True
chr1	114043082	114043532	NR2F6	436	K562	True
chr1	114078215	114078665	NR2F6	394	K562	True
chr1	114088353	114088803	NR2F6	627	K562	True
chr1	114379946	114380380	NR2F6	1000	K562	True
chr1	114388350	114388800	NR2F6	816	K562	True
chr1	114453354	114453837	NR2F6	385	HepG2,K562	True
chr1	114458161	114458701	NR2F6	427	HepG2,K562	True
chr1	114486171	114486821	NR2F6	286	K562	True
chr1	114517391	114517681	NR2F6	1000	K562	True
chr1	114530247	114530697	NR2F6	435	K562	True
chr1	114716784	114717234	NR2F6	373	K562	True
chr1	114780707	114780943	NR2F6	1000	K562	True
chr1	115179510	115179960	NR2F6	340	K562	True
chr1	115274422	115274872	NR2F6	228	K562	True
chr1	115646966	115647416	NR2F6	458	K562	True
chr1	116306786	116307241	NR2F6	466	HepG2,K562	True
chr1	116409254	116409531	NR2F6	1000	K562	True
chr1	116415781	116416140	NR2F6	1000	K562	True
chr1	116420358	116420808	NR2F6	622	K562	True
chr1	116431752	116432202	NR2F6	225	K562	True
chr1	116476314	116476764	NR2F6	308	K562	True
chr1	116486441	116486891	NR2F6	265	K562	True
chr1	116502664	116503114	NR2F6	320	K562	True
chr1	116504082	116504616	NR2F6	921	K562	True
chr1	116631658	116632309	NR2F6	263	K562	True
chr1	116679660	116680110	NR2F6	427	K562	True
chr1	116687685	116687800	NR2F6	842	K562	True
chr1	116722058	116722508	NR2F6	237	K562	True
chr1	116757981	116758431	NR2F6	427	K562	True
chr1	116763109	116763559	NR2F6	384	K562	True
chr1	116825513	116825963	NR2F6	281	K562	True
chr1	116827231	116827681	NR2F6	435	K562	True
chr1	116878383	116878833	NR2F6	233	K562	True
chr1	116881835	116882491	NR2F6	557	K562	True
chr1	116912182	116912393	NR2F6	777	K562	True
chr1	117059299	117060446	NR2F6	205	HepG2,K562	True
chr1	117117352	117117515	NR2F6	720	K562	True
chr1	117339874	117340324	NR2F6	492	K562	True
chr1	117564888	117565059	NR2F6	1000	K562	True
chr1	117571461	117571911	NR2F6	302	K562	True
chr1	117612546	117612996	NR2F6	448	K562	True
chr1	117613200	117613650	NR2F6	636	K562	True
chr1	117617021	117617690	NR2F6	275	K562	True
chr1	117638744	117639194	NR2F6	86	K562	True
chr1	117642917	117643367	NR2F6	255	K562	True
chr1	118050110	118050703	NR2F6	1000	K562	True
chr1	118185499	118185867	NR2F6	1000	K562	True
chr1	118947730	118948381	NR2F6	214	K562	True
chr1	118963613	118964063	NR2F6	866	HepG2,K562	True
chr1	119139405	119139942	NR2F6	264	HepG2,K562	True
chr1	119140131	119140770	NR2F6	867	HepG2,K562	True
chr1	119205109	119205559	NR2F6	442	K562	True
chr1	119737151	119737601	NR2F6	472	K562	True
chr1	119859617	119860067	NR2F6	259	K562	True
chr1	120176075	120176800	NR2F6	289	HepG2,K562	True
chr1	120850632	120851113	NR2F6	415	HepG2,K562	True
chr1	120942644	120942787	NR2F6	546	K562	True
chr1	121016641	121017091	NR2F6	239	K562	True
chr1	143704928	143705378	NR2F6	355	K562	True
chr1	143724192	143724642	NR2F6	353	K562	True
chr1	144412492	144412942	NR2F6	280	K562	True
chr1	144546187	144546637	NR2F6	307	K562	True
chr1	144551554	144552004	NR2F6	332	K562	True
chr1	145281003	145281689	NR2F6	519	HepG2,K562	True
chr1	145425734	145426223	NR2F6	298	HepG2,K562	True
chr1	145696226	145696676	NR2F6	259	K562	True
chr1	145708098	145708548	NR2F6	416	K562	True
chr1	145753721	145754171	NR2F6	348	K562	True
chr1	145879749	145880199	NR2F6	252	K562	True
chr1	145918326	145918967	NR2F6	421	HepG2,K562	True
chr1	145927278	145927728	NR2F6	456	HepG2,K562	True
chr1	145932486	145932936	NR2F6	418	K562	True
chr1	145982261	145982711	NR2F6	394	K562	True
chr1	145985016	145985466	NR2F6	241	K562	True
chr1	146007127	146007792	NR2F6	300	K562	True
chr1	146008810	146009260	NR2F6	199	K562	True
chr1	146039230	146039888	NR2F6	510	HepG2,K562	True
chr1	146051839	146052354	NR2F6	406	HepG2,K562	True
chr1	146387350	146387800	NR2F6	326	K562	True
chr1	147084363	147084867	NR2F6	1000	HepG2,K562	True
chr1	147170959	147171614	NR2F6	153	K562	True
chr1	147247109	147247559	NR2F6	671	K562	True
chr1	147851150	147851590	NR2F6	874	HepG2,K562	True
chr1	148334370	148334820	NR2F6	550	K562	True
chr1	148388261	148388711	NR2F6	330	K562	True
chr1	148402592	148403042	NR2F6	457	K562	True
chr1	148522519	148523170	NR2F6	657	K562	True
chr1	149636652	149637102	NR2F6	496	K562	True
chr1	149888090	149888870	NR2F6	237	HepG2,K562	True
chr1	149915955	149916128	NR2F6	622	K562	True
chr1	149916203	149916653	NR2F6	464	K562	True
chr1	149939322	149939772	NR2F6	251	K562	True
chr1	149978548	149979199	NR2F6	952	HepG2,K562	True
chr1	150001344	150001794	NR2F6	277	K562	True
chr1	150010536	150011107	NR2F6	449	HepG2,K562	True
chr1	150021258	150021708	NR2F6	685	HepG2,K562	True
chr1	150060218	150060668	NR2F6	272	K562	True
chr1	150067550	150068000	NR2F6	150	K562	True
chr1	150135326	150135776	NR2F6	512	K562	True
chr1	150165940	150166390	NR2F6	299	K562	True
chr1	150171956	150172099	NR2F6	522	K562	True
chr1	150256009	150256209	NR2F6	841	K562	True
chr1	150363315	150363765	NR2F6	365	K562	True
chr1	150477777	150478227	NR2F6	233	K562	True
chr1	150486950	150487610	NR2F6	310	K562	True
chr1	150506578	150506749	NR2F6	981	K562	True
chr1	150513296	150513746	NR2F6	255	K562	True
chr1	150545598	150546013	NR2F6	1000	K562	True
chr1	150549473	150550058	NR2F6	258	HepG2,K562	True
chr1	150550537	150550987	NR2F6	231	K562	True
chr1	150552241	150552691	NR2F6	226	K562	True
chr1	150562115	150563079	NR2F6	459	HepG2,K562	True
chr1	150604520	150605184	NR2F6	301	K562	True
chr1	150613519	150613969	NR2F6	327	K562	True
chr1	150619684	150619848	NR2F6	729	K562	True
chr1	150641328	150641778	NR2F6	255	K562	True
chr1	150876746	150877096	NR2F6	1000	HepG2,K562	True
chr1	150972211	150972764	NR2F6	1000	HepG2,K562	True
chr1	150976985	150977435	NR2F6	544	K562	True
chr1	150999190	150999312	NR2F6	752	K562	True
chr1	151002981	151003431	NR2F6	227	K562	True
chr1	151039453	151039903	NR2F6	367	K562	True
chr1	151058032	151058482	NR2F6	462	K562	True
chr1	151062772	151063222	NR2F6	323	K562	True
chr1	151068434	151068884	NR2F6	473	K562	True
chr1	151165350	151165957	NR2F6	1000	HepG2,K562	True
chr1	151211996	151212446	NR2F6	236	K562	True
chr1	151281251	151281764	NR2F6	850	HepG2,K562	True
chr1	151282375	151282825	NR2F6	200	K562	True
chr1	151311487	151311937	NR2F6	347	K562	True
chr1	151327978	151328487	NR2F6	412	HepG2,K562	True
chr1	151340769	151341219	NR2F6	245	K562	True
chr1	151370340	151370790	NR2F6	251	K562	True
chr1	151494868	151495318	NR2F6	460	K562	True
chr1	151502424	151502585	NR2F6	637	K562	True
chr1	151502953	151503403	NR2F6	526	K562	True
chr1	151520242	151520692	NR2F6	619	HepG2,K562	True
chr1	151548748	151549188	NR2F6	1000	HepG2,K562	True
chr1	151596412	151596862	NR2F6	542	K562	True
chr1	151715320	151715770	NR2F6	475	K562	True
chr1	151774456	151774906	NR2F6	383	K562	True
chr1	151775888	151776338	NR2F6	316	K562	True
chr1	151783435	151783885	NR2F6	289	K562	True
chr1	151800786	151801261	NR2F6	345	HepG2,K562	True
chr1	151905798	151905965	NR2F6	581	K562	True
chr1	151909570	151910020	NR2F6	337	K562	True
chr1	151936704	151937144	NR2F6	1000	HepG2,K562	True
chr1	151945700	151946150	NR2F6	302	K562	True
chr1	151972954	151973404	NR2F6	305	K562	True
chr1	151988303	151988753	NR2F6	799	K562	True
chr1	152034515	152034965	NR2F6	243	K562	True
chr1	152036377	152036827	NR2F6	681	K562	True
chr1	152039811	152040261	NR2F6	198	K562	True
chr1	152860763	152861213	NR2F6	397	K562	True
chr1	153059298	153059748	NR2F6	441	K562	True
chr1	153342161	153342811	NR2F6	481	K562	True
chr1	153343761	153344211	NR2F6	720	K562	True
chr1	153352427	153352877	NR2F6	247	K562	True
chr1	153433335	153433636	NR2F6	1000	K562	True
chr1	153538332	153539011	NR2F6	323	K562	True
chr1	153540630	153541080	NR2F6	120	K562	True
chr1	153571914	153572364	NR2F6	226	K562	True
chr1	153597108	153597558	NR2F6	396	K562	True
chr1	153609247	153609687	NR2F6	979	HepG2,K562	True
chr1	153626748	153627198	NR2F6	393	K562	True
chr1	153649227	153649366	NR2F6	541	K562	True
chr1	153671647	153672097	NR2F6	102	K562	True
chr1	153702246	153702696	NR2F6	293	K562	True
chr1	153778815	153779271	NR2F6	1000	HepG2,K562	True
chr1	153920275	153920725	NR2F6	194	K562	True
chr1	153923883	153924333	NR2F6	551	K562	True
chr1	153946528	153946988	NR2F6	410	HepG2,K562	True
chr1	153958507	153958961	NR2F6	432	HepG2,K562	True
chr1	153967043	153967834	NR2F6	327	HepG2,K562	True
chr1	154012100	154012550	NR2F6	559	K562	True
chr1	154115337	154115986	NR2F6	273	K562	True
chr1	154157717	154157975	NR2F6	864	K562	True
chr1	154179104	154179712	NR2F6	361	HepG2,K562	True
chr1	154182561	154183011	NR2F6	420	K562	True
chr1	154183414	154183624	NR2F6	760	HepG2,K562	True
chr1	154187090	154187336	NR2F6	1000	K562	True
chr1	154291539	154291989	NR2F6	245	K562	True
chr1	154313011	154313461	NR2F6	243	K562	True
chr1	154352598	154353048	NR2F6	427	K562	True
chr1	154353406	154353921	NR2F6	1000	HepG2,K562	True
chr1	154354422	154355031	NR2F6	1000	HepG2,K562	True
chr1	154369385	154369552	NR2F6	577	K562	True
chr1	154371486	154372135	NR2F6	282	K562	True
chr1	154384634	154385084	NR2F6	384	K562	True
chr1	154385556	154386017	NR2F6	767	HepG2,K562	True
chr1	154431516	154431966	NR2F6	407	K562	True
chr1	154460709	154461159	NR2F6	271	K562	True
chr1	154490428	154490699	NR2F6	1000	K562	True
chr1	154496778	154497317	NR2F6	1000	HepG2,K562	True
chr1	154591165	154591605	NR2F6	750	HepG2,K562	True
chr1	154629152	154629602	NR2F6	439	K562	True
chr1	154851384	154851834	NR2F6	372	K562	True
chr1	154863226	154864223	NR2F6	141	K562	True
chr1	154877398	154877848	NR2F6	918	HepG2,K562	True
chr1	154883971	154884421	NR2F6	576	K562	True
chr1	154973451	154973901	NR2F6	473	K562	True
chr1	154974184	154974485	NR2F6	776	HepG2,K562	True
chr1	154999856	155000410	NR2F6	242	HepG2,K562	True
chr1	155001995	155002128	NR2F6	649	K562	True
chr1	155012874	155013523	NR2F6	411	K562	True
chr1	155017199	155017870	NR2F6	429	HepG2,K562	True
chr1	155028432	155028882	NR2F6	372	K562	True
chr1	155044844	155045294	NR2F6	309	K562	True
chr1	155135025	155135676	NR2F6	446	HepG2,K562	True
chr1	155137599	155138049	NR2F6	262	K562	True
chr1	155178871	155179257	NR2F6	1000	HepG2,K562	True
chr1	155193453	155193903	NR2F6	246	K562	True
chr1	155223075	155223525	NR2F6	355	K562	True
chr1	155224650	155225100	NR2F6	486	K562	True
chr1	155244536	155244986	NR2F6	285	K562	True
chr1	155250674	155251542	NR2F6	476	HepG2,K562	True
chr1	155301288	155301939	NR2F6	197	K562	True
chr1	155307034	155307717	NR2F6	241	K562	True
chr1	155397291	155397413	NR2F6	860	K562	True
chr1	155649677	155650127	NR2F6	452	K562	True
chr1	155911278	155911463	NR2F6	652	HepG2,K562	True
chr1	155914289	155914739	NR2F6	244	K562	True
chr1	155970471	155971123	NR2F6	497	K562	True
chr1	155976126	155976576	NR2F6	353	K562	True
chr1	155978994	155979444	NR2F6	231	K562	True
chr1	155991076	155991576	NR2F6	1000	HepG2,K562	True
chr1	156040688	156041138	NR2F6	699	HepG2,K562	True
chr1	156063607	156064057	NR2F6	338	K562	True
chr1	156075954	156076199	NR2F6	951	K562	True
chr1	156077922	156078372	NR2F6	358	K562	True
chr1	156105375	156105825	NR2F6	343	K562	True
chr1	156122043	156122493	NR2F6	79	K562	True
chr1	156123446	156124090	NR2F6	247	HepG2,K562	True
chr1	156127193	156127643	NR2F6	206	K562	True
chr1	156193534	156193984	NR2F6	109	K562	True
chr1	156393021	156393471	NR2F6	452	K562	True
chr1	156394004	156394454	NR2F6	288	K562	True
chr1	156460423	156460873	NR2F6	691	K562	True
chr1	156498795	156499444	NR2F6	464	K562	True
chr1	156524050	156524500	NR2F6	197	K562	True
chr1	156616490	156616940	NR2F6	448	K562	True
chr1	156646953	156647403	NR2F6	666	HepG2,K562	True
chr1	156648887	156649337	NR2F6	421	K562	True
chr1	156660025	156660592	NR2F6	372	HepG2,K562	True
chr1	156691650	156692100	NR2F6	196	K562	True
chr1	156706070	156706547	NR2F6	615	HepG2,K562	True
chr1	156713409	156713551	NR2F6	430	K562	True
chr1	156725740	156726190	NR2F6	220	K562	True
chr1	156740583	156741302	NR2F6	723	HepG2,K562	True
chr1	156842449	156842899	NR2F6	391	K562	True
chr1	156863072	156863522	NR2F6	691	K562	True
chr1	156866164	156866614	NR2F6	510	K562	True
chr1	156869433	156869883	NR2F6	372	K562	True
chr1	156958298	156958608	NR2F6	1000	K562	True
chr1	156993400	156993850	NR2F6	389	K562	True
chr1	157037959	157038409	NR2F6	245	K562	True
chr1	157154979	157155429	NR2F6	500	HepG2,K562	True
chr1	157156037	157156487	NR2F6	342	K562	True
chr1	157203054	157203724	NR2F6	998	HepG2,K562	True
chr1	157227717	157228167	NR2F6	402	K562	True
chr1	157234729	157235379	NR2F6	208	K562	True
chr1	157262427	157262760	NR2F6	1000	K562	True
chr1	157278634	157279084	NR2F6	359	K562	True
chr1	157279487	157279937	NR2F6	718	K562	True
chr1	157311598	157312048	NR2F6	498	K562	True
chr1	157325348	157325464	NR2F6	640	K562	True
chr1	157367827	157368277	NR2F6	237	K562	True
chr1	157489324	157489774	NR2F6	245	K562	True
chr1	157653207	157653338	NR2F6	659	K562	True
chr1	158819573	158820023	NR2F6	220	K562	True
chr1	159076803	159077266	NR2F6	1000	K562	True
chr1	159266799	159267249	NR2F6	535	K562	True
chr1	159781108	159781558	NR2F6	455	K562	True
chr1	159864334	159864575	NR2F6	927	K562	True
chr1	159910449	159911138	NR2F6	202	K562	True
chr1	159924540	159924990	NR2F6	202	K562	True
chr1	159957650	159958100	NR2F6	585	K562	True
chr1	159970996	159971458	NR2F6	718	HepG2,K562	True
chr1	160046443	160046893	NR2F6	313	K562	True
chr1	160159426	160159866	NR2F6	1000	HepG2,K562	True
chr1	160204796	160205246	NR2F6	347	K562	True
chr1	160263125	160263575	NR2F6	201	K562	True
chr1	160284765	160285279	NR2F6	457	HepG2,K562	True
chr1	160362091	160362541	NR2F6	706	K562	True
chr1	160421363	160421813	NR2F6	395	K562	True
chr1	160520070	160520289	NR2F6	1000	K562	True
chr1	160540272	160540440	NR2F6	1000	K562	True
chr1	160558302	160558752	NR2F6	507	K562	True
chr1	160570751	160571201	NR2F6	468	K562	True
chr1	160626920	160627370	NR2F6	341	K562	True
chr1	160658349	160658799	NR2F6	740	K562	True
chr1	160665454	160666106	NR2F6	580	K562	True
chr1	160675671	160676121	NR2F6	211	K562	True
chr1	160679898	160680348	NR2F6	274	K562	True
chr1	160681450	160681890	NR2F6	1000	HepG2,K562	True
chr1	160741927	160742377	NR2F6	336	K562	True
chr1	160911493	160911756	NR2F6	1000	K562	True
chr1	160949306	160949756	NR2F6	596	K562	True
chr1	160989853	160990484	NR2F6	1000	K562	True
chr1	160995246	160995696	NR2F6	307	K562	True
chr1	161002289	161002739	NR2F6	116	K562	True
chr1	161008782	161009232	NR2F6	538	K562	True
chr1	161009564	161010014	NR2F6	765	K562	True
chr1	161013754	161014460	NR2F6	1000	HepG2,K562	True
chr1	161020810	161021260	NR2F6	439	K562	True
chr1	161052851	161053301	NR2F6	254	K562	True
chr1	161071762	161072245	NR2F6	293	HepG2,K562	True
chr1	161132846	161133324	NR2F6	655	HepG2,K562	True
chr1	161166329	161166779	NR2F6	441	K562	True
chr1	161177628	161178068	NR2F6	1000	HepG2,K562	True
chr1	161202321	161202986	NR2F6	201	K562	True
chr1	161242459	161242626	NR2F6	684	K562	True
chr1	161307314	161307754	NR2F6	1000	HepG2,K562	True
chr1	161314236	161314888	NR2F6	131	K562	True
chr1	161399588	161400143	NR2F6	720	HepG2,K562	True
chr1	161421888	161422338	NR2F6	220	K562	True
chr1	161503040	161503490	NR2F6	392	K562	True
chr1	161506850	161507300	NR2F6	372	K562	True
chr1	161530182	161530632	NR2F6	120	K562	True
chr1	161612324	161612774	NR2F6	324	K562	True
chr1	161706740	161707412	NR2F6	384	K562	True
chr1	161721907	161722357	NR2F6	917	K562	True
chr1	161749363	161749813	NR2F6	519	K562	True
chr1	161750181	161750832	NR2F6	278	K562	True
chr1	161770232	161770682	NR2F6	242	K562	True
chr1	162347296	162347746	NR2F6	379	K562	True
chr1	162351444	162352096	NR2F6	503	K562	True
chr1	162359133	162359583	NR2F6	235	K562	True
chr1	162372716	162373166	NR2F6	688	K562	True
chr1	162386392	162386917	NR2F6	1000	K562	True
chr1	162397039	162397489	NR2F6	450	K562	True
chr1	162405826	162406266	NR2F6	923	HepG2,K562	True
chr1	162417635	162418093	NR2F6	421	HepG2,K562	True
chr1	162418708	162418904	NR2F6	796	K562	True
chr1	162419392	162419842	NR2F6	305	K562	True
chr1	162421284	162421734	NR2F6	450	K562	True
chr1	162457526	162457976	NR2F6	421	K562	True
chr1	162552712	162553162	NR2F6	397	K562	True
chr1	162560566	162561216	NR2F6	895	HepG2,K562	True
chr1	162562320	162562970	NR2F6	599	K562	True
chr1	162568861	162569546	NR2F6	194	K562	True
chr1	162570731	162571181	NR2F6	361	K562	True
chr1	162617451	162617901	NR2F6	582	K562	True
chr1	162671648	162672098	NR2F6	254	K562	True
chr1	164651556	164652006	NR2F6	370	K562	True
chr1	164667132	164667304	NR2F6	695	K562	True
chr1	164712231	164712582	NR2F6	1000	K562	True
chr1	164720739	164721017	NR2F6	1000	K562	True
chr1	164748537	164748987	NR2F6	586	K562	True
chr1	164772700	164773150	NR2F6	456	K562	True
chr1	164774825	164775476	NR2F6	617	HepG2,K562	True
chr1	165460309	165460759	NR2F6	357	K562	True
chr1	165485686	165486126	NR2F6	1000	HepG2,K562	True
chr1	165645856	165646306	NR2F6	577	K562	True
chr1	165773303	165773955	NR2F6	642	K562	True
chr1	165817091	165817541	NR2F6	561	K562	True
chr1	165846298	165846748	NR2F6	378	K562	True
chr1	165847441	165847891	NR2F6	528	K562	True
chr1	165871341	165871824	NR2F6	509	HepG2,K562	True
chr1	166464297	166464747	NR2F6	380	K562	True
chr1	166471356	166471515	NR2F6	564	K562	True
chr1	166489907	166490357	NR2F6	245	K562	True
chr1	166584981	166585431	NR2F6	284	K562	True
chr1	166698674	166699124	NR2F6	206	K562	True
chr1	166705411	166705861	NR2F6	453	K562	True
chr1	166840519	166840969	NR2F6	314	K562	True
chr1	167208363	167208853	NR2F6	321	HepG2,K562	True
chr1	167218307	167218757	NR2F6	209	K562	True
chr1	167223695	167224145	NR2F6	460	K562	True
chr1	167229810	167230260	NR2F6	274	K562	True
chr1	167236964	167237414	NR2F6	732	K562	True
chr1	167264192	167264642	NR2F6	260	K562	True
chr1	167453036	167453486	NR2F6	263	K562	True
chr1	167548286	167548736	NR2F6	235	K562	True
chr1	167600047	167600699	NR2F6	519	K562	True
chr1	167601487	167601629	NR2F6	745	K562	True
chr1	167617139	167617589	NR2F6	166	K562	True
chr1	167617892	167618187	NR2F6	1000	K562	True
chr1	167627956	167628396	NR2F6	1000	HepG2,K562	True
chr1	167632082	167632532	NR2F6	318	K562	True
chr1	167637124	167637574	NR2F6	180	K562	True
chr1	167689497	167689947	NR2F6	349	K562	True
chr1	167714512	167715026	NR2F6	459	HepG2,K562	True
chr1	167719989	167720439	NR2F6	322	K562	True
chr1	167723719	167724169	NR2F6	194	K562	True
chr1	167743227	167743677	NR2F6	292	K562	True
chr1	167756976	167757637	NR2F6	518	K562	True
chr1	167760703	167761153	NR2F6	370	K562	True
chr1	167822274	167822724	NR2F6	243	K562	True
chr1	167863137	167863706	NR2F6	944	K562	True
chr1	167863911	167864361	NR2F6	503	K562	True
chr1	167866702	167867152	NR2F6	259	K562	True
chr1	167869408	167869949	NR2F6	775	HepG2,K562	True
chr1	167870298	167870748	NR2F6	278	K562	True
chr1	167909920	167910100	NR2F6	812	K562	True
chr1	167926368	167927018	NR2F6	246	HepG2,K562	True
chr1	167933748	167934188	NR2F6	804	HepG2,K562	True
chr1	167935044	167935494	NR2F6	289	K562	True
chr1	167936732	167937850	NR2F6	190	K562	True
chr1	167984797	167985247	NR2F6	845	K562	True
chr1	168141915	168142365	NR2F6	249	K562	True
chr1	168178371	168179085	NR2F6	267	HepG2,K562	True
chr1	168195260	168195563	NR2F6	1000	K562	True
chr1	168210328	168210778	NR2F6	217	K562	True
chr1	168281551	168282001	NR2F6	512	K562	True
chr1	168288189	168288956	NR2F6	454	K562	True
chr1	168340887	168341540	NR2F6	231	K562	True
chr1	168342569	168343019	NR2F6	549	K562	True
chr1	168365827	168366052	NR2F6	1000	K562	True
chr1	168371176	168371626	NR2F6	342	K562	True
chr1	168373073	168373523	NR2F6	344	K562	True
chr1	168402436	168402886	NR2F6	320	K562	True
chr1	168445611	168446061	NR2F6	282	K562	True
chr1	168452307	168452757	NR2F6	299	K562	True
chr1	168469655	168470105	NR2F6	236	K562	True
chr1	168482260	168482571	NR2F6	1000	HepG2,K562	True
chr1	168613680	168614130	NR2F6	244	K562	True
chr1	168623181	168623631	NR2F6	335	K562	True
chr1	169060997	169061295	NR2F6	1000	K562	True
chr1	169148426	169149123	NR2F6	888	HepG2,K562	True
chr1	169161811	169162261	NR2F6	340	HepG2,K562	True
chr1	169270984	169271633	NR2F6	364	K562	True
chr1	169309089	169309946	NR2F6	285	K562	True
chr1	169326842	169327292	NR2F6	654	K562	True
chr1	169338558	169339227	NR2F6	260	K562	True
chr1	169892628	169893293	NR2F6	532	K562	True
chr1	170041849	170042299	NR2F6	287	K562	True
chr1	170063033	170063686	NR2F6	417	K562	True
chr1	170074683	170075133	NR2F6	485	K562	True
chr1	171621539	171621989	NR2F6	236	K562	True
chr1	171624823	171625273	NR2F6	534	K562	True
chr1	171683933	171684108	NR2F6	924	K562	True
chr1	171762194	171762644	NR2F6	382	K562	True
chr1	171781289	171781941	NR2F6	723	K562	True
chr1	172119189	172119813	NR2F6	934	HepG2,K562	True
chr1	172442411	172442753	NR2F6	1000	K562	True
chr1	172452200	172452650	NR2F6	252	K562	True
chr1	172496228	172496904	NR2F6	395	K562	True
chr1	172583053	172583503	NR2F6	402	K562	True
chr1	172588642	172589092	NR2F6	210	K562	True
chr1	172746303	172746849	NR2F6	340	HepG2,K562	True
chr1	172821559	172822009	NR2F6	231	K562	True
chr1	172845819	172846269	NR2F6	560	K562	True
chr1	173118398	173118848	NR2F6	416	K562	True
chr1	173267766	173268216	NR2F6	247	K562	True
chr1	173329665	173330115	NR2F6	157	K562	True
chr1	173330429	173330632	NR2F6	803	K562	True
chr1	173338825	173339275	NR2F6	275	K562	True
chr1	173355238	173355519	NR2F6	1000	K562	True
chr1	173411967	173412417	NR2F6	389	K562	True
chr1	173422337	173422787	NR2F6	694	K562	True
chr1	173429854	173430304	NR2F6	334	K562	True
chr1	173670980	173671642	NR2F6	665	K562	True
chr1	173714659	173715300	NR2F6	582	HepG2,K562	True
chr1	173824743	173825193	NR2F6	166	K562	True
chr1	173864446	173865208	NR2F6	202	K562	True
chr1	173867608	173868058	NR2F6	422	K562	True
chr1	173913098	173913548	NR2F6	335	K562	True
chr1	174023115	174023565	NR2F6	241	K562	True
chr1	174028449	174028899	NR2F6	602	K562	True
chr1	174035205	174035890	NR2F6	368	K562	True
chr1	174043492	174043942	NR2F6	265	K562	True
chr1	174157470	174157920	NR2F6	603	K562	True
chr1	174159741	174160395	NR2F6	231	K562	True
chr1	174166923	174167373	NR2F6	912	K562	True
chr1	174230390	174230840	NR2F6	404	K562	True
chr1	174351378	174351828	NR2F6	580	K562	True
chr1	174746269	174746521	NR2F6	1000	K562	True
chr1	174748612	174749052	NR2F6	964	HepG2,K562	True
chr1	174876987	174877636	NR2F6	307	K562	True
chr1	174964480	174965006	NR2F6	1000	K562	True
chr1	174968657	174969097	NR2F6	1000	HepG2,K562	True
chr1	174971464	174971914	NR2F6	240	K562	True
chr1	174998781	174999370	NR2F6	875	HepG2,K562	True
chr1	175019419	175019869	NR2F6	599	K562	True
chr1	175023277	175023875	NR2F6	289	HepG2,K562	True
chr1	175171383	175171833	NR2F6	256	K562	True
chr1	175209447	175210100	NR2F6	505	K562	True
chr1	175225763	175226213	NR2F6	512	K562	True
chr1	175591310	175591760	NR2F6	495	K562	True
chr1	176206080	176206530	NR2F6	216	K562	True
chr1	176517457	176517907	NR2F6	405	K562	True
chr1	176540439	176540889	NR2F6	347	K562	True
chr1	176691704	176692299	NR2F6	1000	HepG2,K562	True
chr1	176853544	176853994	NR2F6	513	K562	True
chr1	176878678	176879128	NR2F6	598	K562	True
chr1	176879790	176880240	NR2F6	536	K562	True
chr1	176880822	176881272	NR2F6	238	K562	True
chr1	178208330	178208988	NR2F6	347	HepG2,K562	True
chr1	178726314	178726764	NR2F6	283	K562	True
chr1	179002629	179003089	NR2F6	412	HepG2,K562	True
chr1	179016969	179017419	NR2F6	553	K562	True
chr1	179017886	179018443	NR2F6	850	HepG2,K562	True
chr1	179032193	179032360	NR2F6	990	K562	True
chr1	179037780	179038230	NR2F6	719	K562	True
chr1	179039617	179040286	NR2F6	354	K562	True
chr1	179046976	179047550	NR2F6	1000	K562	True
chr1	179060780	179061230	NR2F6	383	K562	True
chr1	179208961	179209411	NR2F6	234	K562	True
chr1	179230699	179231149	NR2F6	376	K562	True
chr1	179253508	179253958	NR2F6	381	K562	True
chr1	179288916	179289366	NR2F6	220	K562	True
chr1	179293352	179293802	NR2F6	90	K562	True
chr1	179308230	179308680	NR2F6	256	K562	True
chr1	179363216	179363666	NR2F6	416	K562	True
chr1	179527094	179527544	NR2F6	524	K562	True
